Link,originalPrice,salePrice,petiteFlag,curveFlag,maternityFlag,tallFlag,extraTallFlag,XXS,XS,S,M,L,XL,XXL,XXXL,Double_Zero,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28
http://www.renttherunway.com/pdp/items/EJ7,70,70,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/NM188,60,60,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/RVN20,50,50,N,N,N,N,N,N/A,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/AP21,75,75,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM112,35,35,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM138,40,40,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM166,90,90,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM166,90,90,Y,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,N/A,N/A,N/A,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM166,90,90,N,Y,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM166,90,90,N,N,N,Y,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM166,90,90,N,Y,N,Y,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,N/A,Y,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/AX5,80,80,N,N,N,N,N,N/A,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/HA172,75,75,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/NM75,29,29,N,N,N,N,N,N/A,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/SW86,50,50,N,N,N,N,N,N/A,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM127,40,40,N,N,N,N,N,N/A,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM170,30,30,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/JS34,60,60,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/TA47,100,100,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/TA47,100,100,N,Y,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/DVF42,40,40,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/MN50,225,225,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/MN50,225,225,N,N,N,Y,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/MNL120,100,100,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/SW90,29,29,N,N,N,N,N,N/A,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM98,90,90,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM98,90,90,Y,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM98,90,90,Y,Y,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM98,90,90,N,Y,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,N/A,Y,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM98,90,90,N,N,N,Y,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM98,90,90,N,Y,N,Y,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,N/A,Y,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/MNL98,65,65,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/MNL98,65,65,N,Y,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/TT103,60,60,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BC75,85,85,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BC75,85,85,N,N,N,Y,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/EJ59,85,85,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/MNL56,95,95,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/MNL56,95,95,Y,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/NK60,60,60,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/NK60,60,60,N,Y,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM239,70,70,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM239,70,70,N,Y,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM322,65,65,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/EJ77,80,80,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/SW105,50,50,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM200,70,70,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM200,70,70,Y,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,N/A,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM200,70,70,N,N,N,Y,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,N/A,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM293,115,115,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM293,115,115,Y,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/BM293,115,115,N,N,N,Y,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,N/A,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/MNL116,150,150,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/MNL116,150,150,N,Y,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/MNL116,150,150,N,N,N,Y,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/MNL116,150,150,N,Y,N,Y,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/SW15,35,35,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/ML84,29,29,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/SW101,100,100,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/SW101,100,100,N,N,N,Y,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/TA15,85,85,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/TA15,85,85,Y,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/TA15,85,85,N,N,N,Y,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/TA29,135,135,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/TA29,135,135,Y,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/TA29,135,135,N,N,N,Y,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/CY13,50,50,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://www.renttherunway.com/pdp/items/JG34,70,70,N,N,N,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
